Subject Area,Mapping Name,From Component Type ,From Component Name,From Field Name,To Component Type ,To Component Name,To Field Name,Unused/Unconnected Mapping
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Filter,FIL_tstcall_trk,DTL_ACTION,Target Definition,Member_Diary_delta_ff,DTL_ACTION,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Filter,FIL_tstcall_trk,KEY_FIELD_FIRST,Target Definition,Member_Diary_delta_ff,KEY_FIELD_FIRST,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Filter,FIL_tstcall_trk,NONKEY_FIELD_FIRST,Target Definition,Member_Diary_delta_ff,NONKEY_FIELD_FIRST,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Filter,FIL_tstcall_trk,KEY_FIELD_SECOND,Target Definition,Member_Diary_delta_ff,KEY_FIELD_SECOND,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Filter,FIL_tstcall_trk,NONKEY_FIELD_SECOND,Target Definition,Member_Diary_delta_ff,NONKEY_FIELD_SECOND,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Filter,FIL_tstcall_trk,KEY_FIELD_THIRD,Target Definition,Member_Diary_delta_ff,KEY_FIELD_THIRD,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Filter,FIL_tstcall_trk,NONKEY_FIELD_THIRD,Target Definition,Member_Diary_delta_ff,NONKEY_FIELD_THIRD,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Definition,tstcall_trk_PREV,DATA,Source Qualifier,SQ_tstcall_trk_PREV,DATA,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Definition,tstcall_trk_CURR,DATA,Source Qualifier,SQ_tstcall_trk_CURR,DATA,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_PREV,DATA,Expression,EXP_tstcall_trk_PREV,DATA,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk_PREV,KEY_FIELD_O,Sorter,SRT_tstcall_trk_PREV,KEY_FIELD_O,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk_PREV,NONKEY_FIELD_O,Sorter,SRT_tstcall_trk_PREV,NONKEY_FIELD_O,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk,KEY_FIELD_SECOND,Filter,FIL_tstcall_trk,KEY_FIELD_SECOND,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk,NONKEY_FIELD_SECOND,Filter,FIL_tstcall_trk,NONKEY_FIELD_SECOND,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk,KEY_FIELD_THIRD,Filter,FIL_tstcall_trk,KEY_FIELD_THIRD,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk,NONKEY_FIELD_THIRD,Filter,FIL_tstcall_trk,NONKEY_FIELD_THIRD,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk,DTL_ACTION,Filter,FIL_tstcall_trk,DTL_ACTION,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk,KEY_FIELD_FIRST,Filter,FIL_tstcall_trk,KEY_FIELD_FIRST,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk,NONKEY_FIELD_FIRST,Filter,FIL_tstcall_trk,NONKEY_FIELD_FIRST,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Source Qualifier,SQ_tstcall_trk_CURR,DATA,Expression,EXP_tstcall_trk_CURR,DATA,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk_CURR,KEY_FIELD_O,Sorter,SRT_tstcall_trk_CURR,KEY_FIELD_O,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Expression,EXP_tstcall_trk_CURR,NONKEY_FIELD_O,Sorter,SRT_tstcall_trk_CURR,NONKEY_FIELD_O,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_PREV,KEY_FIELD_O,Joiner,JNR_tstcall_trk,KEY_FIELD_PREV,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_PREV,NONKEY_FIELD_O,Joiner,JNR_tstcall_trk,NONKEY_FIELD_PREV,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_CURR,KEY_FIELD_O,Joiner,JNR_tstcall_trk,KEY_FIELD_CURR,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Sorter,SRT_tstcall_trk_CURR,NONKEY_FIELD_O,Joiner,JNR_tstcall_trk,NONKEY_FIELD_CURR,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,KEY_FIELD_PREV,Expression,EXP_tstcall_trk,KEY_FIELD_PREV,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,NONKEY_FIELD_PREV,Expression,EXP_tstcall_trk,NONKEY_FIELD_PREV,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,KEY_FIELD_CURR,Expression,EXP_tstcall_trk,KEY_FIELD_CURR,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Delta_Data_Extraction,Joiner,JNR_tstcall_trk,NONKEY_FIELD_CURR,Expression,EXP_tstcall_trk,NONKEY_FIELD_CURR,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,calr_xchg_cd,Target Definition,Member_Diary_Active_ff,calr_xchg_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,calr_ln_cd,Target Definition,Member_Diary_Active_ff,calr_ln_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,calr_ext_cd,Target Definition,Member_Diary_Active_ff,calr_ext_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,calr_ctgy_cd,Target Definition,Member_Diary_Active_ff,calr_ctgy_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,call_typ_cd,Target Definition,Member_Diary_Active_ff,call_typ_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,cust_met_crrs_id,Target Definition,Member_Diary_Active_ff,cust_met_crrs_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,rslv_dt,Target Definition,Member_Diary_Active_ff,rslv_dt,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,loc_call_recd_cd,Target Definition,Member_Diary_Active_ff,loc_call_recd_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,call_dtls_txt_cd,Target Definition,Member_Diary_Active_ff,call_dtls_txt_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,call_trk_cust_name,Target Definition,Member_Diary_Active_ff,call_trk_cust_name,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,crt_id,Target Definition,Member_Diary_Active_ff,crt_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,crt_ts,Target Definition,Member_Diary_Active_ff,crt_ts,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,rplc_svr_updt_ts,Target Definition,Member_Diary_Active_ff,rplc_svr_updt_ts,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,calr_intl_num,Target Definition,Member_Diary_Active_ff,calr_intl_num,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,call_trk_txt_typ_cd,Target Definition,Member_Diary_Active_ff,call_trk_txt_typ_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,call_trk_txt_seq_num,Target Definition,Member_Diary_Active_ff,call_trk_txt_seq_num,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,crt_id1,Target Definition,Member_Diary_Active_ff,crt_id1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,crt_ts1,Target Definition,Member_Diary_Active_ff,crt_ts1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,updt_id1,Target Definition,Member_Diary_Active_ff,updt_id1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,updt_ts1,Target Definition,Member_Diary_Active_ff,updt_ts1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,rplc_svr_del_ind1,Target Definition,Member_Diary_Active_ff,rplc_svr_del_ind1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,rplc_svr_own_id1,Target Definition,Member_Diary_Active_ff,rplc_svr_own_id1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,rplc_svr_updt_ts1,Target Definition,Member_Diary_Active_ff,rplc_svr_updt_ts1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,call_trk_txt,Target Definition,Member_Diary_Active_ff,call_trk_txt,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,updt_id,Target Definition,Member_Diary_Active_ff,updt_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,updt_ts,Target Definition,Member_Diary_Active_ff,updt_ts,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,rplc_svr_del_ind,Target Definition,Member_Diary_Active_ff,rplc_svr_del_ind,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,rplc_svr_own_id,Target Definition,Member_Diary_Active_ff,rplc_svr_own_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,calr_id,Target Definition,Member_Diary_Active_ff,calr_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,apl_tin,Target Definition,Member_Diary_Active_ff,apl_tin,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,call_dt,Target Definition,Member_Diary_Active_ff,call_dt,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,cust_id,Target Definition,Member_Diary_Active_ff,cust_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,calr_lst_nm,Target Definition,Member_Diary_Active_ff,calr_lst_nm,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,calr_frst_nm,Target Definition,Member_Diary_Active_ff,calr_frst_nm,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,calr_mid_nm,Target Definition,Member_Diary_Active_ff,calr_mid_nm,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,calr_cntry_cd,Target Definition,Member_Diary_Active_ff,calr_cntry_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,calr_area_cd,Target Definition,Member_Diary_Active_ff,calr_area_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Expression,exp_Member_Diary_Active,DTL_ACTION,Target Definition,Member_Diary_Active_ff,DTL_ACTION,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,calr_id,Source Qualifier,SQ_tstcall_trk,calr_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,apl_tin,Source Qualifier,SQ_tstcall_trk,apl_tin,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,call_dt,Source Qualifier,SQ_tstcall_trk,call_dt,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,cust_id,Source Qualifier,SQ_tstcall_trk,cust_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,calr_lst_nm,Source Qualifier,SQ_tstcall_trk,calr_lst_nm,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,calr_frst_nm,Source Qualifier,SQ_tstcall_trk,calr_frst_nm,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,calr_mid_nm,Source Qualifier,SQ_tstcall_trk,calr_mid_nm,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,calr_cntry_cd,Source Qualifier,SQ_tstcall_trk,calr_cntry_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,calr_area_cd,Source Qualifier,SQ_tstcall_trk,calr_area_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,calr_xchg_cd,Source Qualifier,SQ_tstcall_trk,calr_xchg_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,calr_ln_cd,Source Qualifier,SQ_tstcall_trk,calr_ln_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,calr_ext_cd,Source Qualifier,SQ_tstcall_trk,calr_ext_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,calr_ctgy_cd,Source Qualifier,SQ_tstcall_trk,calr_ctgy_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,call_typ_cd,Source Qualifier,SQ_tstcall_trk,call_typ_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,cust_met_crrs_id,Source Qualifier,SQ_tstcall_trk,cust_met_crrs_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,rslv_dt,Source Qualifier,SQ_tstcall_trk,rslv_dt,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,loc_call_recd_cd,Source Qualifier,SQ_tstcall_trk,loc_call_recd_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,call_dtls_txt_cd,Source Qualifier,SQ_tstcall_trk,call_dtls_txt_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,call_trk_cust_name,Source Qualifier,SQ_tstcall_trk,call_trk_cust_name,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,crt_id,Source Qualifier,SQ_tstcall_trk,crt_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,crt_ts,Source Qualifier,SQ_tstcall_trk,crt_ts,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,updt_id,Source Qualifier,SQ_tstcall_trk,updt_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,updt_ts,Source Qualifier,SQ_tstcall_trk,updt_ts,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,rplc_svr_del_ind,Source Qualifier,SQ_tstcall_trk,rplc_svr_del_ind,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,rplc_svr_own_id,Source Qualifier,SQ_tstcall_trk,rplc_svr_own_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,rplc_svr_updt_ts,Source Qualifier,SQ_tstcall_trk,rplc_svr_updt_ts,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk,calr_intl_num,Source Qualifier,SQ_tstcall_trk,calr_intl_num,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk_txt,crt_id,Source Qualifier,SQ_tstcall_trk,crt_id1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk_txt,crt_ts,Source Qualifier,SQ_tstcall_trk,crt_ts1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk_txt,updt_id,Source Qualifier,SQ_tstcall_trk,updt_id1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk_txt,updt_ts,Source Qualifier,SQ_tstcall_trk,updt_ts1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk_txt,rplc_svr_del_ind,Source Qualifier,SQ_tstcall_trk,rplc_svr_del_ind1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk_txt,rplc_svr_own_id,Source Qualifier,SQ_tstcall_trk,rplc_svr_own_id1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk_txt,rplc_svr_updt_ts,Source Qualifier,SQ_tstcall_trk,rplc_svr_updt_ts1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk_txt,calr_id,Source Qualifier,SQ_tstcall_trk,calr_id1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk_txt,call_trk_txt_typ_cd,Source Qualifier,SQ_tstcall_trk,call_trk_txt_typ_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk_txt,call_trk_txt_seq_num,Source Qualifier,SQ_tstcall_trk,call_trk_txt_seq_num,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Definition,tstcall_trk_txt,call_trk_txt,Source Qualifier,SQ_tstcall_trk,call_trk_txt,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,call_typ_cd,Expression,exp_Member_Diary_Active,call_typ_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,cust_met_crrs_id,Expression,exp_Member_Diary_Active,cust_met_crrs_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,rslv_dt,Expression,exp_Member_Diary_Active,rslv_dt,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,loc_call_recd_cd,Expression,exp_Member_Diary_Active,loc_call_recd_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,call_dtls_txt_cd,Expression,exp_Member_Diary_Active,call_dtls_txt_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,call_trk_cust_name,Expression,exp_Member_Diary_Active,call_trk_cust_name,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,crt_id,Expression,exp_Member_Diary_Active,crt_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,crt_ts,Expression,exp_Member_Diary_Active,crt_ts,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,updt_id,Expression,exp_Member_Diary_Active,updt_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,updt_ts,Expression,exp_Member_Diary_Active,updt_ts,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,rplc_svr_del_ind,Expression,exp_Member_Diary_Active,rplc_svr_del_ind,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,rplc_svr_own_id,Expression,exp_Member_Diary_Active,rplc_svr_own_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,rplc_svr_updt_ts,Expression,exp_Member_Diary_Active,rplc_svr_updt_ts,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,calr_intl_num,Expression,exp_Member_Diary_Active,calr_intl_num,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,call_trk_txt_typ_cd,Expression,exp_Member_Diary_Active,call_trk_txt_typ_cd,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,call_trk_txt_seq_num,Expression,exp_Member_Diary_Active,call_trk_txt_seq_num,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,call_trk_txt,Expression,exp_Member_Diary_Active,in_call_trk_txt,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,crt_id1,Expression,exp_Member_Diary_Active,crt_id1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,crt_ts1,Expression,exp_Member_Diary_Active,crt_ts1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,updt_id1,Expression,exp_Member_Diary_Active,updt_id1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,updt_ts1,Expression,exp_Member_Diary_Active,updt_ts1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,rplc_svr_del_ind1,Expression,exp_Member_Diary_Active,rplc_svr_del_ind1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,rplc_svr_own_id1,Expression,exp_Member_Diary_Active,rplc_svr_own_id1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,rplc_svr_updt_ts1,Expression,exp_Member_Diary_Active,rplc_svr_updt_ts1,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,calr_id,Expression,exp_Member_Diary_Active,calr_id,NO
MetLife_p2_CSC_GroupLife,m_STARTRAK_Member_Diary_Active_One_Time_Extraction,Source Qualifier,SQ_tstcall_trk,apl_tin,Expression,exp_Member_Diary_Active,apl_tin,NO
